Row_Number,Tweet_Num,Tweet,tokenized_cleaned
1050,550,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",justicecanadaen today bill become law first change canada impaired driving laws generation
1051,271,"RT @JodieEmery: Want to know how to eliminate the illegal, massive, long-established “black market” cannabis industry?

Legalize it.

That’…",jodieemery want know eliminate illegal massive black market cannabis industry legalize
1052,818,"RT @DonDavies: This week Parliament passed #C45. This bill will positively change 100 years of legal, social &amp; economic attitudes toward #c…",dondavies week parliament passed bill positively change years legal social amp economic attitudes toward
1053,918,"RT @MontereyBud: #TexasRepublicans , apparently, are ready to discuss #MarijuanaDecriminalization #IndustrialHempCultivation and marijuana’…",montereybud texasrepublicans apparently ready discuss marijuanadecriminalization industrialhempcultivation marijuana
1054,644,"Pot will be legal on Oct. 17th -https://t.co/xMnFPAbcl9 Though I don’t partake (music is my drug of choice), I appl… https://t.co/RaT5T55e7T",pot legal though partake music drug choice https
1055,164,RT @NatPostRadio: Recreational use of #Marijuana is legal and comes into affect Oct. 17th and @JodieEmery joins @anthonyfurey to weigh in o…,natpostradio recreational use marijuana legal comes affect jodieemery joins anthonyfurey weigh
1056,48,"Tonight on #TheShiftWithDrex. We chat #CannabisAct, and the current laws around Cannabis &amp; driving, and where they… https://t.co/5jp2jps5l0",tonight theshiftwithdrex chat cannabisact current laws around cannabis amp driving https
1057,465,It's all legit! Canada has passed Bill C-45.  Lets the games begin #cannabisincanada #c45 #cannabis,legit canada passed bill lets games begin cannabisincanada cannabis
1058,916,#CanadianGoverment's delay of recreational #MarijuanaDecriminalization makes sense as the #PublicSectorComms requir… https://t.co/nK79HEF5Bz,canadiangoverment delay recreational marijuanadecriminalization makes sense publicsectorcomms https
1059,812,"Stronger strains of #cannabis are created because the ppl buying cannabis want it stronger. Supply and demand.
@bbc5live #bbcqt",stronger strains cannabis created ppl buying cannabis want stronger supply demand bbcqt
1060,825,"RT @ideacity: “The legalization of #cannabis is a victory in so many ways. It’s especially a victory for activists &amp; advocates, who we appl…",ideacity legalization cannabis victory many ways especially victory activists amp advocates
1061,219,"22 years, 4 months, 13 days later. The #CannabisAct will make the Hood Prophet's dream come true. #RoyalAssent #C45 https://t.co/qUkLoOJGyy",years months days later cannabisact make hood prophet dream come true royalassent https
